Number of rooms,Area (m2),Price (€),Price per m2 (€),Zone,Link
4,140,95000,679,Olosig,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-4-camere-de-vanzar-blvd-magheru-oradea-v2310-IDkTYL.html#2d021c46d5
10,317,500000,1577,Oradea,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-imobil-oradea-v1891-IDeSpD.html#2d021c46d5
3,104,77500,745,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-costaforu-piata-mare-oradea-IDiFLe.html#2d021c46d5
2,58,55000,948,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/apartament-doua-camere-tip-c-de-vanzare-cantemir-oradea-IDlkJD.html#2d021c46d5
3,100,95000,950,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/apartament-renovat-recent-3-camere-de-vanzare-zona-cantemir-IDkeL1.html#2d021c46d5
2,83,51000,614,Dragos Voda,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-str-barierei-calea-clujului-IDlRgN.html#2d021c46d5
2,58,51000,879,Seleus,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-str-eftimie-murgu-ID9h4j.html#2d021c46d5
3,135,130000,963,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-str-primariei-IDlRg7.html#2d021c46d5
3,75,65000,867,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-3-camere-de-vanzare-cantemir-oradea-v2286-IDkneU.html#2d021c46d5
4,170,170000,1000,Orasul Nou,https://www.storia.ro/ro/oferta/george-apartament-4-camere-ultracentral-oradea-v2354-IDl1gh.html#2d021c46d5
2,41,48000,1171,Oradea,https://www.storia.ro/ro/oferta/gaminvest-v2174-apartament-cu-2-camere-de-vanzare-zona-p-1-decembrie-IDlR4D.html#2d021c46d5
3,117,120000,1026,Nufarul,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-3-camere-de-vanzare-nufarul-oradea-v2258-IDjXlX.html#2d021c46d5
2,58,54800,945,Subcetate,https://www.storia.ro/ro/oferta/2-apartamente-zona-piata-1-decembrie-ultracentral-vizavi-oradea-plaza-IDlBmI.html#2d021c46d5
2,62,82000,1323,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vanzare-in-rogerius-oradea-IDm4DE.html#2d021c46d5
3,100,113000,1130,Oradea,https://www.storia.ro/ro/oferta/apartament-penthouse-IDm05o.html#2d021c46d5
3,74,79900,1080,Seleus,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-prima-nufarul-oradea-IDlLjx.html#2d021c46d5
4,309,160000,518,Calea Aradului,https://www.storia.ro/ro/oferta/gaminvest-penthouse-de-vanzare-luceafarul-oradea-v1406-IDk3na.html#2d021c46d5
3,129,91000,705,Splaiul Crisanei,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-cu-3-camere-in-decebal-oradea-v2272a-IDk2Gy.html#2d021c46d5
2,66,58500,886,Nufarul 2,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-nufarul-oradea-IDlC8r.html#2d021c46d5
3,85,84000,988,Decebal-Dacia,https://www.storia.ro/ro/oferta/aprtament-3-camere-bd-dacia-IDlRTh.html#2d021c46d5
2,98,105000,1071,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-ultracentral-2-camere-cu-posibilitate-de-mansardare-IDlUmZ.html#312da0c4b1
3,82,64000,780,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufarul-IDlJdE.html#312da0c4b1
3,85,84000,988,Decebal-Dacia,https://www.storia.ro/ro/oferta/aprtament-3-camere-bd-dacia-IDlRTh.html#312da0c4b1
2,52,43500,837,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-in-rogerius-str-italiana-IDlSMX.html#312da0c4b1
2,77,71000,922,Universitatii,https://www.storia.ro/ro/oferta/apartament-doua-camere-prima-universitatii-oradea-IDlYwL.html#312da0c4b1
3,85,77500,912,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-c-piata-creanga-IDlWYP.html#312da0c4b1
1,70,78000,1114,Oradea,https://www.storia.ro/ro/oferta/gaminvest-apartament-de-vanzare-in-prima-premium-oradea-v1518b-IDeUQm.html#312da0c4b1
4,118,92000,780,Decebal-Dacia,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-4-camere-de-vanzare-bd-dacia-oradea-v2336-IDkGrp.html#312da0c4b1
3,76,74500,980,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-zona-iosia-oradea-IDlwNg.html#312da0c4b1
2,54,49500,917,Decebal-Dacia,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-la-casa-central-oradea-v2346-IDkMln.html#312da0c4b1
2,65,71000,1092,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-in-prima-universitatii-oradea-IDlWw0.html#312da0c4b1
3,100,89500,895,Oradea,https://www.storia.ro/ro/oferta/central-apartament-3-camere-la-casa-IDlUNa.html#312da0c4b1
1,45,46900,1042,Oradea,https://www.storia.ro/ro/oferta/ocazie-ared-apartament-1-camera-IDkgnM.html#312da0c4b1
3,80,65000,700,Olosig,https://www.storia.ro/ro/oferta/ap-3-camere-central-republicii-92-82-mp-IDhMrv.html#312da0c4b1
3,113,71500,633,Olosig,https://www.storia.ro/ro/oferta/ap-3-camere-republicii-113-00-mp-IDi4mK.html#312da0c4b1
2,90,77500,862,Nicolae Iorga,https://www.storia.ro/ro/oferta/ap-2-camere-l-pasteur-89-61-mp-rate-la-dezvoltator-IDecAs.html#312da0c4b1
3,55,56000,1018,Iosia,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-tip-x-aleea-calinului-IDfnr6.html#312da0c4b1
3,99,89000,899,Calea Aradului,https://www.storia.ro/ro/oferta/apartamente-noi-cu-3-camere-zona-calea-aradului-oradea-IDm0Sh.html#312da0c4b1
2,50,46000,920,Orasul Nou,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-piata-unirii-v2007a-IDlaWq.html#312da0c4b1
3,84,50000,595,Splaiul Crisanei,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vanzare-splaiul-crisanei-oradea-v2435-IDm5vd.html#312da0c4b1
3,93,130000,1398,Oradea,https://www.storia.ro/ro/oferta/gaminvest-apartament-la-casa-de-vanzare-zona-centrala-oradea-a1496-IDkoGN.html#312da0c4b1
1,37,36500,986,Nufarul,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-1-camera-de-vanzare-nufarul-oradea-v2285-IDkbc7.html#312da0c4b1
4,93,69500,747,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/ap-4-et-3-b-dul-dimitrie-cantemir-IDlXrs.html#312da0c4b1
1,48,64000,1333,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-tip-studio-de-vanzare-bloc-nou-ultracentral-oradea-v2403d-IDlwAL.html#312da0c4b1
2,57,56000,982,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-rogerius-oradea-v2217-IDjrN2.html#312da0c4b1
4,90,110000,1222,Oradea,https://www.storia.ro/ro/oferta/proprietar-vnd-apartament-cu-4-camere-lux-etajul-2-tip-d-pe-stefan-IDlIke.html#312da0c4b1
3,54,41000,759,Velenta,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-cu-3-camere-in-velenta-oradea-v2264-IDk0FF.html#312da0c4b1
2,98,105000,1071,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-ultracentral-2-camere-cu-posibilitate-de-mansardare-IDlUmZ.html#040178de03
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#040178de03
3,85,84000,988,Decebal-Dacia,https://www.storia.ro/ro/oferta/aprtament-3-camere-bd-dacia-IDlRTh.html#040178de03
2,60,55000,917,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-2-camere-ultracentral-IDm1Dk.html#040178de03
1,49,28000,571,Orasul Nou,https://www.storia.ro/ro/oferta/sapient-garsoniera-situata-ultracentral-la-curte-comuna-IDkB3H.html#040178de03
3,80,60000,750,Nufarul,https://www.storia.ro/ro/oferta/gaminvest-apartament-an-cu-3-camere-de-vanzare-nufarul-oradea-v2419-IDlIWA.html#040178de03
1,42,39000,929,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-bunexim-velenta-IDm2Ia.html#040178de03
3,78,66000,846,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vanzare-in-cartierul-rogerius-oradea-a1328a-IDlTHK.html#040178de03
3,55,62000,1127,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-eliberat-IDljtO.html#040178de03
2,46,47000,1022,Rogerius,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-tip-z-rogerius-oradea-IDlSzH.html#040178de03
3,67,63000,940,Oradea,https://www.storia.ro/ro/oferta/gaminvest-v2309-apartament-cu-3-camere-de-vanzare-in-decebal-IDlOeU.html#040178de03
2,55,57000,1036,Calea Aradului,https://www.storia.ro/ro/oferta/apartament-zona-nufarul-IDlUEV.html#040178de03
6,300,312000,1040,Orasul Nou,https://www.storia.ro/ro/oferta/sapient-casa-de-vanzare-str-tuberozelor-IDm2jo.html#040178de03
3,86,77500,901,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/comision-0-cumprtor-apartament-cu-vedere-panoramic-IDlNAE.html#040178de03
4,168,148000,881,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-generos-garsoniera-de-vanzare-renovat-primariei-oradea-IDlMJB.html#040178de03
3,73,54900,752,Oradea,https://www.storia.ro/ro/oferta/g-3-camere-parter-rogerius-eventual-schimb-IDeYgj.html#040178de03
2,59,61700,1046,Rogerius,https://www.storia.ro/ro/oferta/apartament-deosebit-complet-renovat-mobilat-si-utilat-rogerius-IDlMvg.html#040178de03
2,62,52000,839,Oradea,https://www.storia.ro/ro/oferta/iosia-an-2-camere-IDlMgV.html#040178de03
2,58,52000,897,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-doua-camere-in-rogerius-pe-strada-calugareni-IDinNU.html#040178de03
3,120,160000,1333,Orasul Nou,https://www.storia.ro/ro/oferta/ap-3-camere-ultracentral-t-vladimirescu-120-mp-IDfuXl.html#040178de03
3,79,59000,747,Rogerius,https://www.storia.ro/ro/oferta/apartament-trei-camere-tip-q-de-vanzare-rogerius-oradea-av070n-IDjSc1.html#040178de03
2,82,65000,944,Nufarul 2,https://www.storia.ro/ro/oferta/ap-2-camere-anastasia-residence-nufarul-sc-68-82-mp-IDjLin.html#040178de03
2,72,52000,950,Nufarul 2,https://www.storia.ro/ro/oferta/ap-2-camere-anastasia-residence-nufarul-sc-54-72-mp-IDjL8o.html#040178de03
2,11,51000,878,Nufarul 2,https://www.storia.ro/ro/oferta/ap-2-camere-anastasia-residence-nufarul-sc-58-11-mp-IDjL5s.html#040178de03
2,40,46600,873,Nufarul 2,https://www.storia.ro/ro/oferta/ap-2-camere-anastasia-residence-nufarul-sc-53-40-mp-IDjL3t.html#040178de03
1,84,41700,854,Nufarul 2,https://www.storia.ro/ro/oferta/ap-1-camera-anastasia-residence-nufarul-sc-48-84-mp-IDjKZ9.html#040178de03
4,118,72000,610,Nufarul,https://www.storia.ro/ro/oferta/apartament-4-camere-de-vanzare-nufarul-oradea-IDl0U5.html#040178de03
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#986dfb932a
3,75,73300,977,Velenta,https://www.storia.ro/ro/oferta/apartament-spatios-confort-1-decomandat-3-camere-IDlN17.html#986dfb932a
2,59,61700,1046,Rogerius,https://www.storia.ro/ro/oferta/apartament-deosebit-complet-renovat-mobilat-si-utilat-rogerius-IDlMvg.html#986dfb932a
3,65,89500,1377,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-lux-3-camere-prima-decebal-onestilor-p6-ultracentral-IDm2eF.html#986dfb932a
3,120,114000,950,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-lux-de-vanzare-zona-lotus-retail-park-IDlitI.html#986dfb932a
1,47,40016,851,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-1-camera-IDkVxo.html#986dfb932a
1,57,45423,881,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-2-camere-IDkYQ3.html#986dfb932a
2,50,55000,1100,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-ultracentral-oradea-IDlQrv.html#986dfb932a
1,35,38900,1111,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-1-camera-de-vanzare-pe-str-leonardo-davinci-nufaru-IDlDPu.html#986dfb932a
3,58,123600,525,Nufarul 2,https://www.storia.ro/ro/oferta/penthouse-sc-235-mp-anastasia-residence-nufarul-IDjQFR.html#986dfb932a
2,74,91000,800,Nufarul 2,https://www.storia.ro/ro/oferta/ap-2-camere-anastasia-residence-nufarul-sc-113-74-mp-IDjQC5.html#986dfb932a
2,49,42000,857,Splaiul Crisanei,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vnzare-n-zona-decebal-IDm1cu.html#986dfb932a
2,60,64400,1073,Olosig,https://www.storia.ro/ro/oferta/apartament-curte-comuna-zona-ultracentrala-IDm1bW.html#986dfb932a
2,60,58500,975,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-garaj-str-ghe-doja-IDm5RU.html#986dfb932a
2,65,55500,854,Nufarul,https://www.storia.ro/ro/oferta/apartament-2-camere-cartier-nufarul-oradea-IDifPo.html#986dfb932a
3,129,90000,698,Universitatii,https://www.storia.ro/ro/oferta/sapient-apartament-la-casa-pe-str-armatei-romane-IDgBLe.html#986dfb932a
3,87,99500,1144,Nufarul 2,https://www.storia.ro/ro/oferta/apartament-nufaru-plaza-mobilat-lux-garaj-subteran-IDln90.html#986dfb932a
5,170,139000,818,Olosig,https://www.storia.ro/ro/oferta/apartament-in-centrul-orasului-IDlATd.html#986dfb932a
4,108,97500,903,Nufarul 2,https://www.storia.ro/ro/oferta/apartament-nufaru-zona-mc-donalds-IDkZdo.html#986dfb932a
2,53,58900,1111,Velenta,https://www.storia.ro/ro/oferta/apartament-2-camere-pe-strada-maresal-alex-averescu-IDkd5r.html#986dfb932a
2,107,79000,738,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-cart-ared-lidl-oradea-IDkZ8l.html#986dfb932a
3,52,47000,904,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-oradea-IDlPj0.html#986dfb932a
3,64,54000,844,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufaru-str-penes-curcanul-IDlREc.html#986dfb932a
4,110,99000,900,Rogerius,https://www.storia.ro/ro/oferta/apartament-4-cam-lux-pe-b-dul-dacia-IDiP5n.html#986dfb932a
2,90,57000,633,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-rogerius-oradea-IDkVij.html#986dfb932a
3,101,77500,767,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-trei-camere-de-vanzare-zona-centrala-oradea-IDkVh9.html#986dfb932a
1,36,38500,1069,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-o-camera-de-vanzare-rogerius-oradea-IDm2LU.html#986dfb932a
1,57,45423,881,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-2-camere-IDkYQ3.html#ccfc941ddf
3,82,76300,930,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-confort-1-rogerius-IDlMFY.html#ccfc941ddf
3,90,77900,866,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-central-cu-3-camere-de-vnzare-ofert-avantajoas-IDlKb5.html#ccfc941ddf
2,65,54000,831,Rogerius,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-tip-c-rogerius-oradea-IDkVuB.html#ccfc941ddf
3,95,77500,816,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-tip-c-zona-piata-mare-IDkidF.html#ccfc941ddf
2,52,45500,875,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vnzare-n-zona-rogerius-IDlYzN.html#ccfc941ddf
3,130,130000,1000,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-deosebit-cu-3-camere-de-vanzare-zona-primariei-oradea-IDlNif.html#ccfc941ddf
1,68,73000,1074,Oradea,https://www.storia.ro/ro/oferta/apartament-1-camera-de-vanzare-in-zona-centrala-oradea-IDm2jN.html#ccfc941ddf
3,75,73300,977,Velenta,https://www.storia.ro/ro/oferta/apartament-spatios-confort-1-decomandat-3-camere-IDlN17.html#ccfc941ddf
2,85,65000,765,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vanzare-central-IDlMnr.html#ccfc941ddf
3,83,68000,819,Rogerius,https://www.storia.ro/ro/oferta/oferta-3-cam-an-rogerius-lacul-rosu-et-2-68-mp-utili-IDm5qT.html#ccfc941ddf
2,76,69500,914,Iosia,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-bloc-nou-iosia-oradea-IDm2gB.html#ccfc941ddf
3,71,82000,1155,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-3-camere-etaj-3-ultracentral-IDm6m7.html#ccfc941ddf
2,74,92000,1243,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vanzare-bloc-nou-ultracentral-oradea-v2403l-IDlx9F.html#ccfc941ddf
3,99,119000,1202,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vanzare-bloc-nou-ultracentral-oradea-v2403k-IDlx9g.html#ccfc941ddf
3,90,77900,866,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-central-cu-3-camere-de-vnzare-ofert-avantajoas-IDlKb5.html#ccfc941ddf
3,92,109200,1187,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vanzare-bloc-nou-ultracentral-oradea-v2403j-IDlx4o.html#ccfc941ddf
2,82,41900,511,Calea Aradului,https://www.storia.ro/ro/oferta/de-vanzare-apartament-la-casa-zona-ramada-ID9IDP.html#ccfc941ddf
2,50,57500,732,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-sovata-IDlaK7.html#ccfc941ddf
2,40,38000,950,Dorobantilor,https://www.storia.ro/ro/oferta/gaminvest-apartament-2-camere-de-vanzare-parc-22-decembrie-v2385-IDlCoo.html#ccfc941ddf
2,75,63900,852,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/apartament-2-camere-c-cantemir-bloc-cu-lift-IDlmfe.html#ccfc941ddf
2,64,65000,1016,Oradea,https://www.storia.ro/ro/oferta/sapient-apartament-2-camere-calea-aradului-vladeasa-ID6T4r.html#ccfc941ddf
2,100,85000,850,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-2-camere-ultracentral-IDlCkD.html#ccfc941ddf
2,59,40800,692,Oradea,https://www.storia.ro/ro/oferta/apartamente-noi-2-camere-oradea-IDm5f7.html#ccfc941ddf
2,55,55000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-aluminei-IDl9gK.html#ccfc941ddf
3,104,85000,817,Dragos Voda,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-3-camere-dragos-voda-oradea-v2300-IDklAy.html#ccfc941ddf
3,124,109000,879,Oradea,https://www.storia.ro/ro/oferta/sapient-ap-3-cam-la-intersectia-b-dului-decebal-cu-b-dul-dacia-IDlWQ8.html#ccfc941ddf
1,30,24800,1222,Olosig,https://www.storia.ro/ro/oferta/vand-garsoniera-piata-decebal-20mp-str-menumorut-nr-8-IDm5RS.html#bf6a5657c2
3,65,75000,1154,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-rogerius-IDlRFE.html#bf6a5657c2
2,59,61700,1046,Rogerius,https://www.storia.ro/ro/oferta/apartament-deosebit-complet-renovat-mobilat-si-utilat-rogerius-IDlMvg.html#bf6a5657c2
2,57,49900,875,Iosia,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-str-mestesugarilor-IDkZGw.html#bf6a5657c2
3,53,57000,1075,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-rogerius-IDm3gs.html#bf6a5657c2
3,79,62800,795,Oradea,https://www.storia.ro/ro/oferta/pb-mare-cu-3-camere-2-bai-etaj-2-zona-sf-apostol-andrei-IDkGMy.html#bf6a5657c2
3,60,64000,1067,Seleus,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-3-camere-de-vanzare-prima-nufarul-v2318-IDlC9W.html#bf6a5657c2
2,10,69500,857,Nicolae Iorga,https://www.storia.ro/ro/oferta/ap-2-camere-l-pasteur-81-13-mp-rate-la-dezvoltator-IDecAa.html#bf6a5657c2
2,61,68000,1115,Iosia,https://www.storia.ro/ro/oferta/apartament-nou-de-vanzare-strada-onestilor-oradea-IDkZNL.html#bf6a5657c2
3,85,88900,1046,Seleus,https://www.storia.ro/ro/oferta/apartament-3-camere-cartier-rezidenial-prima-nufrul-IDm0Ye.html#bf6a5657c2
3,65,58000,892,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-trei-camere-de-vanzare-rogerius-oradea-IDkHQP.html#bf6a5657c2
2,60,56500,942,Velenta,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-tip-pb-velenta-oradea-IDlW4K.html#bf6a5657c2
3,74,70000,946,Nicolae Grigorescu,https://www.storia.ro/ro/oferta/apartament-3-cam-grigorescu-finisat-la-cheie-gaz-imediat-ocupabil-IDlw7L.html#bf6a5657c2
3,86,76500,890,Olosig,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-3-camere-zona-dacia-oradea-v2287-IDkolW.html#bf6a5657c2
2,67,67900,1013,Europa,https://www.storia.ro/ro/oferta/apartament-la-casa-strada-republicii-IDkYdu.html#bf6a5657c2
4,110,80000,727,Olosig,https://www.storia.ro/ro/oferta/apartament-4-camere-pe-strada-pietonala-90-mp-ID93A5.html#bf6a5657c2
3,90,69000,767,Olosig,https://www.storia.ro/ro/oferta/ap-3-cam-la-casa-zona-piata-decebal-IDdN0C.html#bf6a5657c2
2,57,59000,1035,Iosia,https://www.storia.ro/ro/oferta/sapient-apartament-2-camere-iosia-IDlyXl.html#bf6a5657c2
3,52,69900,1344,Oradea,https://www.storia.ro/ro/oferta/apartament-rogerius-3-camere-IDm0Bo.html#bf6a5657c2
3,82,72000,878,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-prima-nufarul-oradea-IDloKE.html#bf6a5657c2
4,110,98000,891,Nufarul 2,https://www.storia.ro/ro/oferta/sapient-apartament-4-camere-zona-mcdonalds-nufarul-IDicCh.html#bf6a5657c2
3,70,65000,929,Calea Aradului,https://www.storia.ro/ro/oferta/apartament-trei-camere-tip-pc-zona-calea-aradului-oradea-IDl1fB.html#bf6a5657c2
2,64,45500,711,Seleus,https://www.storia.ro/ro/oferta/apartament-velenta-str-seleusului-IDkWXg.html#bf6a5657c2
2,46,67500,945,Nicolae Iorga,https://www.storia.ro/ro/oferta/ap-2-camere-l-pasteur-spitalul-judetean-71-46-mp-IDemgv.html#bf6a5657c2
2,82,47500,579,Dragos Voda,https://www.storia.ro/ro/oferta/apartamente-2-camere-de-vanzare-str-barierei-calea-clujului-IDleGW.html#bf6a5657c2
3,87,84900,976,Universitatii,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-prima-universitatii-oradea-IDkQpK.html#bf6a5657c2
2,64,54600,853,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vnzare-n-zona-rogerius-IDjxHq.html#bf6a5657c2
1,47,40016,851,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-1-camera-IDkVxo.html#e12d76c7ef
1,57,45423,881,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-2-camere-IDkYQ3.html#e12d76c7ef
3,64,54000,844,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufaru-str-penes-curcanul-IDlREc.html#e12d76c7ef
1,50,30900,618,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-1-camera-zona-centrala-IDlB1r.html#e12d76c7ef
3,100,82500,825,Subcetate,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-central-aleea-emanuil-gojdu-IDlbIn.html#e12d76c7ef
3,86,72000,837,Nufarul,https://www.storia.ro/ro/oferta/apartament-3-camere-tip-an-nufarul-oradea-IDlYfs.html#e12d76c7ef
3,93,62000,667,Decebal-Dacia,https://www.storia.ro/ro/oferta/gaminvest-apartament-3-camere-de-vanzare-sovata-oradea-IDlFUi.html#e12d76c7ef
2,49,60500,1235,Universitatii,https://www.storia.ro/ro/oferta/apartament-2-camere-prima-universitatii-oradea-IDl3Ob.html#e12d76c7ef
3,84,71000,845,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vanzare-piata-creanga-oradea-v2251-IDjSWk.html#e12d76c7ef
3,83,64900,782,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-3-camere-de-vanzare-rogerius-oradea-v2236-IDjN7N.html#e12d76c7ef
2,85,80000,941,Subcetate,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-ultracentral-oradea-v2283-IDkVSA.html#e12d76c7ef
2,52,44000,846,Oncea,https://www.storia.ro/ro/oferta/oferta-apartament-2-cam-oncea-et-2-42-mp-utili-IDhU6u.html#e12d76c7ef
5,114,89000,781,Oradea,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-5-camere-ultracentral-oradea-v2148-IDij0b.html#e12d76c7ef
3,154,79800,518,Universitatii,https://www.storia.ro/ro/oferta/apartament-la-casa-de-vanzare-ultracentral-oradea-IDlkID.html#e12d76c7ef
4,100,78000,780,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-4-camere-etaj-1-decomandat-100-mp-IDm5l2.html#e12d76c7ef
2,85,63500,747,Oradea,https://www.storia.ro/ro/oferta/vnd-apart-2-cam-tip-c-nufrului-mc-donalds-58-mp-utili-63-500-IDlv6f.html#e12d76c7ef
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#e12d76c7ef
3,100,56000,560,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-rogerius-IDkFe0.html#e12d76c7ef
2,56,49500,884,Oradea,https://www.storia.ro/ro/oferta/rogerius-apartament-2-camere-IDlUNn.html#e12d76c7ef
3,78,82000,1051,Oradea,https://www.storia.ro/ro/oferta/spatiu-de-birouri-apartament-de-vanzare-felix-IDl9fs.html#e12d76c7ef
2,52,56000,1077,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-cantemir-11-minute-pe-jos-pana-la-lotus-nu-trafic-IDgJVW.html#e12d76c7ef
3,86,68900,801,Oradea,https://www.storia.ro/ro/oferta/vnd-apart-3-cam-tip-pb-n-spate-la-lotus-center-64-mp-utili-68-900-IDlJl7.html#e12d76c7ef
3,104,77000,740,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-in-cartierul-soarelui-zona-oncea-IDkem9.html#e12d76c7ef
2,75,79500,1060,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-de-vanzare-tip-studio-cart-prima-sucevei-ID5CaV.html#e12d76c7ef
